Stand_GNN,SoilName,PctOfStand,Climate,BaselineSed,TrtIn2025,SedSpikeIn2025,TrtIn2045,SedSpikeIn2045
Stand_28_GNN_8994,Dinzer,,,,,,,
Stand_45_GNN_137472,Minkwell,,,,,,,
Stand_136_GNN_29477,Minkwell,,,,,,,
Stand_73_GNN_21307,Dinzer,,,,,,,
Stand_136_GNN_29474,Minkwell,,,,,,,
Stand_285_GNN_13970,Dinzer,,,,,,,
Stand_221_GNN_12062,Minkwell,,,,,,,
Stand_223_GNN_85910,Dinzer,,,,,,,
Stand_64_GNN_9157,Minkwell,,,,,,,
Stand_91_GNN_16738,Dinzer,,,,,,,
Stand_63_GNN_149040,Dinzer,,,,,,,
Stand_256_GNN_82721,Dinzer,,,,,,,
Stand_92_GNN_93087,Dinzer,,,,,,,
Stand_23_GNN_78828,Dinzer,,,,,,,
Stand_92_GNN_93088,Dinzer,,,,,,,
Stand_150_GNN_81101,Minkwell,,,,,,,
Stand_90_GNN_145301,Dinzer,,,,,,,
Stand_125_GNN_136495,Dinzer,,,,,,,
Stand_137_GNN_132244,Dinzer,,,,,,,
Stand_112_GNN_89296,Minkwell,,,,,,,
Stand_125_GNN_24481,Dinzer,,,,,,,
Stand_91_GNN_137363,Dinzer,,,,,,,
Stand_152_GNN_24981,Dinzer,,,,,,,
Stand_2_GNN_21112,Minkwell,,,,,,,
Stand_270_GNN_105524,Minkwell,,,,,,,
Stand_81_GNN_23423,Minkwell,,,,,,,
Stand_36_GNN_137000,Dinzer,,,,,,,
Stand_160_GNN_25088,Dinzer,,,,,,,
Stand_39_GNN_141180,Minkwell,,,,,,,
Stand_135_GNN_135449,Minkwell,,,,,,,
Stand_86_GNN_25052,Dinzer,,,,,,,
Stand_149_GNN_13239,Minkwell,,,,,,,
Stand_136_GNN_2854,Minkwell,,,,,,,
Stand_97_GNN_21177,Dinzer,,,,,,,
Stand_112_GNN_13333,Minkwell,,,,,,,
Stand_24_GNN_14600,Rock outcrop,,,,,,,
Stand_82_GNN_2331,Minkwell,,,,,,,
Stand_21_GNN_21209,Dinzer,,,,,,,
Stand_82_GNN_20806,Minkwell,,,,,,,
Stand_225_GNN_24218,Minkwell,,,,,,,
Stand_92_GNN_13912,Dinzer,,,,,,,
Stand_5_GNN_24782,Dinzer,,,,,,,
Stand_215_GNN_24945,Minkwell,,,,,,,
Stand_64_GNN_25019,Minkwell,,,,,,,
Stand_244_GNN_83057,Dinzer,,,,,,,
Stand_79_GNN_24240,Dinzer,,,,,,,
Stand_302_GNN_128648,Dinzer,,,,,,,
Stand_275_GNN_140759,Minkwell,,,,,,,
Stand_61_GNN_130881,Dinzer,,,,,,,
Stand_162_GNN_21209,Dinzer,,,,,,,
Stand_295_GNN_137417,Minkwell,,,,,,,
Stand_14_GNN_145292,Dinzer,,,,,,,
Stand_287_GNN_21177,Dinzer,,,,,,,
Stand_64_GNN_24945,Minkwell,,,,,,,
Stand_221_GNN_82600,Minkwell,,,,,,,
Stand_165_GNN_13651,Minkwell,,,,,,,
Stand_61_GNN_149460,Dinzer,,,,,,,
Stand_77_GNN_136495,Dinzer,,,,,,,
Stand_73_GNN_83057,Dinzer,,,,,,,
Stand_95_GNN_24238,Dinzer,,,,,,,
Stand_104_GNN_24360,Dinzer,,,,,,,
Stand_296_GNN_8959,Minkwell,,,,,,,
Stand_186_GNN_14408,Minkwell,,,,,,,
Stand_18_GNN_13970,Dinzer,,,,,,,
Stand_32_GNN_25120,Minkwell,,,,,,,
Stand_187_GNN_141226,Dinzer,,,,,,,
Stand_22_GNN_8994,Dinzer,,,,,,,
Stand_246_GNN_141226,Dinzer,,,,,,,
Stand_299_GNN_84053,Minkwell,,,,,,,
Stand_208_GNN_145350,Dinzer,,,,,,,
Stand_35_GNN_127780,Minkwell,,,,,,,
Stand_80_GNN_82600,Dinzer,,,,,,,
Stand_230_GNN_9024,Minkwell,,,,,,,
Stand_128_GNN_25119,Dinzer,,,,,,,
Stand_84_GNN_84328,Dinzer,,,,,,,
Stand_214_GNN_136257,Minkwell,,,,,,,
Stand_23_GNN_24236,Dinzer,,,,,,,
Stand_50_GNN_13091,Minkwell,,,,,,,
Stand_152_GNN_78787,Dinzer,,,,,,,
Stand_123_GNN_133281,Dinzer,,,,,,,
Stand_103_GNN_136333,Dinzer,,,,,,,
Stand_50_GNN_137472,Minkwell,,,,,,,
Stand_50_GNN_137471,Minkwell,,,,,,,
Stand_4_GNN_129921,Dinzer,,,,,,,
Stand_68_GNN_8142,Minkwell,,,,,,,
Stand_191_GNN_8686,Minkwell,,,,,,,
Stand_28_GNN_136257,Dinzer,,,,,,,
Stand_74_GNN_21177,Dinzer,,,,,,,
Stand_74_GNN_21178,Dinzer,,,,,,,
Stand_241_GNN_25306,Minkwell,,,,,,,
Stand_144_GNN_25306,Minkwell,,,,,,,
Stand_171_GNN_16738,Dinzer,,,,,,,
Stand_232_GNN_84088,Dinzer,,,,,,,
Stand_273_GNN_23577,Minkwell,,,,,,,
Stand_295_GNN_141180,Minkwell,,,,,,,
Stand_70_GNN_24337,Minkwell,,,,,,,
Stand_291_GNN_24617,Minkwell,,,,,,,
Stand_192_GNN_14452,Dinzer,,,,,,,
Stand_74_GNN_25088,Dinzer,,,,,,,
Stand_61_GNN_78643,Dinzer,,,,,,,
Stand_291_GNN_137268,Minkwell,,,,,,,
Stand_267_GNN_137256,Dinzer,,,,,,,
Stand_71_GNN_25120,Minkwell,,,,,,,
Stand_98_GNN_87589,Dinzer,,,,,,,
Stand_125_GNN_8734,Rock outcrop,,,,,,,
Stand_50_GNN_137000,Minkwell,,,,,,,
Stand_73_GNN_78788,Dinzer,,,,,,,
Stand_70_GNN_84334,Minkwell,,,,,,,
Stand_118_GNN_137268,Dinzer,,,,,,,
Stand_93_GNN_14563,Dinzer,,,,,,,
Stand_204_GNN_137526,Minkwell,,,,,,,
Stand_108_GNN_130409,Minkwell,,,,,,,
Stand_245_GNN_9023,Dinzer,,,,,,,
Stand_58_GNN_25090,Dinzer,,,,,,,
Stand_126_GNN_25253,Dinzer,,,,,,,
Stand_3_GNN_8994,Dinzer,,,,,,,
Stand_2_GNN_29454,Minkwell,,,,,,,
Stand_2_GNN_29453,Minkwell,,,,,,,
Stand_267_GNN_24667,Dinzer,,,,,,,
Stand_44_GNN_21178,Minkwell,,,,,,,
Stand_190_GNN_94106,Dinzer,,,,,,,
Stand_72_GNN_25336,Dinzer,,,,,,,
Stand_250_GNN_24782,Dinzer,,,,,,,
Stand_230_GNN_141180,Minkwell,,,,,,,
Stand_109_GNN_136333,Minkwell,,,,,,,
Stand_73_GNN_21177,Dinzer,,,,,,,
Stand_92_GNN_24440,Dinzer,,,,,,,
Stand_213_GNN_8711,Minkwell,,,,,,,
Stand_135_GNN_20674,Minkwell,,,,,,,
Stand_136_GNN_137265,Minkwell,,,,,,,
Stand_221_GNN_137268,Minkwell,,,,,,,
Stand_289_GNN_137526,Minkwell,,,,,,,
Stand_118_GNN_24981,Dinzer,,,,,,,
Stand_97_GNN_9057,Dinzer,,,,,,,
Stand_39_GNN_24240,Minkwell,,,,,,,
Stand_36_GNN_137492,Minkwell,,,,,,,
Stand_86_GNN_21148,Dinzer,,,,,,,
Stand_144_GNN_14408,Minkwell,,,,,,,
Stand_247_GNN_84328,Dinzer,,,,,,,
Stand_57_GNN_25172,Minkwell,,,,,,,
Stand_75_GNN_24981,Dinzer,,,,,,,
Stand_19_GNN_87958,Dinzer,,,,,,,
Stand_119_GNN_14780,Minkwell,,,,,,,
Stand_192_GNN_24981,Dinzer,,,,,,,
Stand_163_GNN_24588,Minkwell,,,,,,,
Stand_75_GNN_21178,Dinzer,,,,,,,
Stand_150_GNN_137268,Minkwell,,,,,,,
Stand_277_GNN_136333,Dinzer,,,,,,,
Stand_133_GNN_14451,Dinzer,,,,,,,
Stand_62_GNN_84053,Dinzer,,,,,,,
Stand_295_GNN_9024,Minkwell,,,,,,,
Stand_49_GNN_87589,Minkwell,,,,,,,
Stand_24_GNN_14451,Dinzer,,,,,,,
Stand_53_GNN_13363,Minkwell,,,,,,,
Stand_81_GNN_80679,Minkwell,,,,,,,
Stand_209_GNN_131381,Dinzer,,,,,,,
Stand_53_GNN_25336,Minkwell,,,,,,,
Stand_195_GNN_25053,Minkwell,,,,,,,
Stand_129_GNN_20760,Minkwell,,,,,,,
Stand_50_GNN_20760,Minkwell,,,,,,,
Stand_102_GNN_82596,Dinzer,,,,,,,
Stand_137_GNN_145522,Dinzer,,,,,,,
Stand_1_GNN_9895,Dinzer,,,,,,,
Stand_244_GNN_137417,Dinzer,,,,,,,
Stand_249_GNN_140848,Dinzer,,,,,,,
Stand_171_GNN_136495,Dinzer,,,,,,,
Stand_20_GNN_144707,Dinzer,,,,,,,
Stand_185_GNN_87655,Dinzer,,,,,,,
Stand_4_GNN_87655,Dinzer,,,,,,,
Stand_141_GNN_150017,Dinzer,,,,,,,
Stand_200_GNN_82600,Minkwell,,,,,,,
Stand_47_GNN_149408,Minkwell,,,,,,,
Stand_128_GNN_130578,Dinzer,,,,,,,
Stand_133_GNN_140949,Dinzer,,,,,,,
Stand_132_GNN_25119,Dinzer,,,,,,,
Stand_118_GNN_14452,Dinzer,,,,,,,
Stand_64_GNN_136333,Minkwell,,,,,,,
Stand_46_GNN_25120,Minkwell,,,,,,,
Stand_82_GNN_29452,Minkwell,,,,,,,
Stand_101_GNN_23906,Dinzer,,,,,,,
Stand_122_GNN_137444,Dinzer,,,,,,,
Stand_54_GNN_9122,Minkwell,,,,,,,
Stand_165_GNN_24617,Minkwell,,,,,,,
Stand_19_GNN_141067,Dinzer,,,,,,,
Stand_289_GNN_8685,Minkwell,,,,,,,
Stand_254_GNN_81411,Dinzer,,,,,,,
Stand_2_GNN_73774,Minkwell,,,,,,,
Stand_78_GNN_137471,Dinzer,,,,,,,
Stand_78_GNN_84088,Dinzer,,,,,,,
Stand_290_GNN_14019,Minkwell,,,,,,,
Stand_108_GNN_136257,Minkwell,,,,,,,
Stand_95_GNN_81141,Dinzer,,,,,,,
Stand_72_GNN_137492,Dinzer,,,,,,,
Stand_47_GNN_13575,Minkwell,,,,,,,
Stand_69_GNN_93760,Minkwell,,,,,,,
Stand_100_GNN_137268,Dinzer,,,,,,,
Stand_105_GNN_25195,Minkwell,,,,,,,
Stand_32_GNN_93052,Minkwell,,,,,,,
Stand_18_GNN_25253,Dinzer,,,,,,,
Stand_59_GNN_133151,Dinzer,,,,,,,
Stand_42_GNN_24482,Minkwell,,,,,,,
Stand_42_GNN_24483,Minkwell,,,,,,,
Stand_59_GNN_24218,Dinzer,,,,,,,
Stand_61_GNN_2642,Dinzer,,,,,,,
Stand_293_GNN_85910,Minkwell,,,,,,,
Stand_13_GNN_137472,Minkwell,,,,,,,
Stand_148_GNN_130578,Dinzer,,,,,,,
Stand_116_GNN_133913,Dinzer,,,,,,,
Stand_181_GNN_145350,Minkwell,,,,,,,
Stand_233_GNN_23651,Dinzer,,,,,,,
Stand_68_GNN_149531,Minkwell,,,,,,,
Stand_213_GNN_14234,Minkwell,,,,,,,
Stand_81_GNN_141180,Minkwell,,,,,,,
Stand_190_GNN_23423,Dinzer,,,,,,,
Stand_144_GNN_13651,Minkwell,,,,,,,
Stand_144_GNN_13655,Minkwell,,,,,,,
Stand_106_GNN_8508,Minkwell,,,,,,,
Stand_85_GNN_149460,Dinzer,,,,,,,
Stand_70_GNN_137444,Minkwell,,,,,,,
Stand_230_GNN_25120,Minkwell,,,,,,,
Stand_91_GNN_24642,Dinzer,,,,,,,
Stand_296_GNN_9123,Minkwell,,,,,,,
Stand_67_GNN_8829,Minkwell,,,,,,,
Stand_136_GNN_20918,Minkwell,,,,,,,
Stand_119_GNN_21112,Minkwell,,,,,,,
Stand_191_GNN_137367,Minkwell,,,,,,,
Stand_270_GNN_25926,Minkwell,,,,,,,
Stand_44_GNN_129875,Minkwell,,,,,,,
Stand_7_GNN_82721,Dinzer,,,,,,,
Stand_120_GNN_20674,Minkwell,,,,,,,
Stand_95_GNN_130578,Dinzer,,,,,,,
Stand_286_GNN_11891,Minkwell,,,,,,,
Stand_286_GNN_11892,Minkwell,,,,,,,
Stand_115_GNN_25053,Minkwell,,,,,,,
Stand_126_GNN_21148,Dinzer,,,,,,,
Stand_96_GNN_149408,Dinzer,,,,,,,
Stand_49_GNN_136333,Minkwell,,,,,,,
Stand_11_GNN_136425,Minkwell,,,,,,,
Stand_135_GNN_137367,Minkwell,,,,,,,
Stand_222_GNN_93760,Minkwell,,,,,,,
Stand_122_GNN_136898,Dinzer,,,,,,,
Stand_73_GNN_130631,Minkwell,,,,,,,
Stand_34_GNN_137492,Minkwell,,,,,,,
Stand_137_GNN_14451,Dinzer,,,,,,,
Stand_137_GNN_14452,Dinzer,,,,,,,
Stand_293_GNN_9024,Minkwell,,,,,,,
Stand_142_GNN_24240,Minkwell,,,,,,,
Stand_4_GNN_94201,Dinzer,,,,,,,
Stand_4_GNN_94203,Dinzer,,,,,,,
Stand_85_GNN_9023,Dinzer,,,,,,,
Stand_178_GNN_14525,Rock outcrop,,,,,,,
Stand_214_GNN_24981,Minkwell,,,,,,,
Stand_166_GNN_29387,Minkwell,,,,,,,
Stand_57_GNN_137526,Minkwell,,,,,,,
Stand_26_GNN_25088,Dinzer,,,,,,,
Stand_142_GNN_127780,Minkwell,,,,,,,
Stand_19_GNN_2642,Dinzer,,,,,,,
Stand_20_GNN_78828,Dinzer,,,,,,,
Stand_116_GNN_12601,Dinzer,,,,,,,
Stand_164_GNN_137213,Dinzer,,,,,,,
Stand_119_GNN_130578,Minkwell,,,,,,,
Stand_214_GNN_149639,Dinzer,,,,,,,
Stand_98_GNN_24240,Minkwell,,,,,,,
Stand_165_GNN_84291,Minkwell,,,,,,,
Stand_8_GNN_24782,Dinzer,,,,,,,
Stand_246_GNN_89425,Dinzer,,,,,,,
Stand_95_GNN_133889,Dinzer,,,,,,,
Stand_123_GNN_23423,Dinzer,,,,,,,
Stand_95_GNN_137506,Dinzer,,,,,,,
Stand_168_GNN_8534,Minkwell,,,,,,,
Stand_25_GNN_137417,Dinzer,,,,,,,
Stand_145_GNN_137363,Dinzer,,,,,,,
Stand_12_GNN_14291,Minkwell,,,,,,,
Stand_70_GNN_94106,Minkwell,,,,,,,
Stand_5_GNN_14012,Dinzer,,,,,,,
Stand_14_GNN_87655,Dinzer,,,,,,,
Stand_96_GNN_83057,Dinzer,,,,,,,
Stand_143_GNN_25253,Minkwell,,,,,,,
Stand_2_GNN_24422,Minkwell,,,,,,,
Stand_256_GNN_21437,Dinzer,,,,,,,
Stand_100_GNN_84334,Dinzer,,,,,,,
Stand_95_GNN_9057,Dinzer,,,,,,,
Stand_193_GNN_136333,Dinzer,,,,,,,
Stand_136_GNN_9123,Minkwell,,,,,,,
Stand_97_GNN_14451,Dinzer,,,,,,,
Stand_189_GNN_25253,Dinzer,,,,,,,
Stand_173_GNN_84328,Dinzer,,,,,,,
Stand_58_GNN_25172,Dinzer,,,,,,,
Stand_6_GNN_24240,Minkwell,,,,,,,
Stand_247_GNN_78787,Dinzer,,,,,,,
Stand_205_GNN_14451,Minkwell,,,,,,,
Stand_126_GNN_25119,Dinzer,,,,,,,
Stand_111_GNN_137492,Minkwell,,,,,,,
Stand_136_GNN_29454,Minkwell,,,,,,,
Stand_37_GNN_13091,Minkwell,,,,,,,
Stand_217_GNN_13272,Minkwell,,,,,,,
Stand_257_GNN_145522,Dinzer,,,,,,,
Stand_16_GNN_14234,Minkwell,,,,,,,
Stand_68_GNN_20484,Minkwell,,,,,,,
Stand_8_GNN_24439,Dinzer,,,,,,,
Stand_244_GNN_24218,Dinzer,,,,,,,
Stand_71_GNN_141226,Minkwell,,,,,,,
Stand_162_GNN_94106,Dinzer,,,,,,,
Stand_41_GNN_14452,Minkwell,,,,,,,
Stand_39_GNN_141226,Minkwell,,,,,,,
Stand_102_GNN_149321,Dinzer,,,,,,,
Stand_122_GNN_13091,Dinzer,,,,,,,
Stand_134_GNN_129875,Minkwell,,,,,,,
Stand_73_GNN_2946,Dinzer,,,,,,,
Stand_19_GNN_78828,Dinzer,,,,,,,
Stand_296_GNN_24402,Minkwell,,,,,,,
Stand_18_GNN_25088,Dinzer,,,,,,,
Stand_11_GNN_133889,Minkwell,,,,,,,
Stand_160_GNN_140868,Dinzer,,,,,,,
Stand_20_GNN_14345,Dinzer,,,,,,,
Stand_81_GNN_137471,Minkwell,,,,,,,
Stand_209_GNN_94203,Dinzer,,,,,,,
Stand_160_GNN_24481,Dinzer,,,,,,,
Stand_131_GNN_89296,Minkwell,,,,,,,
Stand_116_GNN_84334,Dinzer,,,,,,,
Stand_261_GNN_21148,Dinzer,,,,,,,
Stand_185_GNN_129921,Dinzer,,,,,,,
Stand_53_GNN_12802,Minkwell,,,,,,,
Stand_12_GNN_24203,Minkwell,,,,,,,
Stand_49_GNN_81141,Minkwell,,,,,,,
Stand_48_GNN_85910,Minkwell,,,,,,,
Stand_67_GNN_81101,Minkwell,,,,,,,
Stand_7_GNN_81114,Dinzer,,,,,,,
Stand_289_GNN_137268,Minkwell,,,,,,,
Stand_2_GNN_20529,Minkwell,,,,,,,
Stand_118_GNN_141180,Dinzer,,,,,,,
Stand_15_GNN_13239,Minkwell,,,,,,,
Stand_158_GNN_135147,Dinzer,,,,,,,
Stand_278_GNN_105634,Minkwell,,,,,,,
Stand_58_GNN_130409,Minkwell,,,,,,,
Stand_214_GNN_24218,Minkwell,,,,,,,
Stand_144_GNN_137268,Minkwell,,,,,,,
Stand_196_GNN_25253,Dinzer,,,,,,,
Stand_115_GNN_14451,Minkwell,,,,,,,
Stand_115_GNN_14452,Minkwell,,,,,,,
Stand_84_GNN_133151,Dinzer,,,,,,,
Stand_128_GNN_24382,Dinzer,,,,,,,
Stand_147_GNN_13334,Minkwell,,,,,,,
Stand_259_GNN_149299,Dinzer,,,,,,,
Stand_0_GNN_141226,Dinzer,,,,,,,
Stand_145_GNN_21209,Dinzer,,,,,,,
Stand_49_GNN_13239,Minkwell,,,,,,,
Stand_278_GNN_84049,Minkwell,,,,,,,
Stand_184_GNN_8663,Minkwell,,,,,,,
Stand_65_GNN_14528,Minkwell,,,,,,,
Stand_79_GNN_13239,Dinzer,,,,,,,
Stand_18_GNN_21148,Dinzer,,,,,,,
Stand_73_GNN_24218,Dinzer,,,,,,,
Stand_135_GNN_29026,Minkwell,,,,,,,
Stand_1_GNN_78788,Dinzer,,,,,,,
Stand_66_GNN_8644,Minkwell,,,,,,,
Stand_97_GNN_2932,Dinzer,,,,,,,
Stand_2_GNN_1063,Minkwell,,,,,,,
Stand_1_GNN_78787,Dinzer,,,,,,,
Stand_86_GNN_93088,Dinzer,,,,,,,
Stand_10_GNN_8994,Dinzer,,,,,,,
Stand_72_GNN_145200,Minkwell,,,,,,,
Stand_75_GNN_137526,Dinzer,,,,,,,
Stand_61_GNN_20888,Dinzer,,,,,,,
Stand_123_GNN_137492,Dinzer,,,,,,,
Stand_30_GNN_83057,Dinzer,,,,,,,
Stand_203_GNN_24817,Dinzer,,,,,,,
Stand_132_GNN_25253,Dinzer,,,,,,,
Stand_37_GNN_136333,Minkwell,,,,,,,
Stand_263_GNN_14600,Dinzer,,,,,,,
Stand_141_GNN_78787,Dinzer,,,,,,,
Stand_3_GNN_20951,Rock outcrop,,,,,,,
Stand_276_GNN_78626,Minkwell,,,,,,,
Stand_19_GNN_14346,Dinzer,,,,,,,
Stand_22_GNN_145614,Dinzer,,,,,,,
Stand_19_GNN_14345,Dinzer,,,,,,,
Stand_116_GNN_14452,Dinzer,,,,,,,
Stand_116_GNN_14451,Dinzer,,,,,,,
Stand_51_GNN_25306,Minkwell,,,,,,,
Stand_4_GNN_25119,Dinzer,,,,,,,
Stand_66_GNN_13505,Minkwell,,,,,,,
Stand_266_GNN_137267,Rock outcrop,,,,,,,
Stand_43_GNN_25090,Minkwell,,,,,,,
Stand_136_GNN_8711,Minkwell,,,,,,,
Stand_91_GNN_8734,Dinzer,,,,,,,
Stand_264_GNN_9024,Minkwell,,,,,,,
Stand_264_GNN_9023,Minkwell,,,,,,,
Stand_94_GNN_2932,Dinzer,,,,,,,
Stand_148_GNN_128648,Dinzer,,,,,,,
Stand_69_GNN_11891,Minkwell,,,,,,,
Stand_69_GNN_11892,Minkwell,,,,,,,
Stand_91_GNN_87958,Dinzer,,,,,,,
Stand_121_GNN_145522,Dinzer,,,,,,,
Stand_227_GNN_13239,Minkwell,,,,,,,
Stand_39_GNN_13334,Minkwell,,,,,,,
Stand_4_GNN_2928,Dinzer,,,,,,,
Stand_243_GNN_20844,Minkwell,,,,,,,
Stand_36_GNN_20760,Dinzer,,,,,,,
Stand_179_GNN_24218,Dinzer,,,,,,,
Stand_283_GNN_24619,Minkwell,,,,,,,
Stand_180_GNN_20760,Dinzer,,,,,,,
Stand_80_GNN_25150,Dinzer,,,,,,,
Stand_95_GNN_129921,Dinzer,,,,,,,
Stand_194_GNN_14347,Dinzer,,,,,,,
Stand_72_GNN_24441,Minkwell,,,,,,,
Stand_105_GNN_88932,Minkwell,,,,,,,
Stand_267_GNN_135658,Dinzer,,,,,,,
Stand_75_GNN_14451,Dinzer,,,,,,,
Stand_75_GNN_14452,Dinzer,,,,,,,
Stand_237_GNN_12833,Minkwell,,,,,,,
Stand_35_GNN_133913,Minkwell,,,,,,,
Stand_4_GNN_137243,Dinzer,,,,,,,
Stand_47_GNN_8533,Minkwell,,,,,,,
Stand_54_GNN_20775,Minkwell,,,,,,,
Stand_273_GNN_12835,Minkwell,,,,,,,
Stand_295_GNN_128648,Minkwell,,,,,,,
Stand_129_GNN_24981,Minkwell,,,,,,,
Stand_39_GNN_84334,Minkwell,,,,,,,
Stand_242_GNN_2331,Minkwell,,,,,,,
Stand_294_GNN_137000,Minkwell,,,,,,,
Stand_89_GNN_136333,Minkwell,,,,,,,
Stand_39_GNN_9024,Minkwell,,,,,,,
Stand_99_GNN_2928,Minkwell,,,,,,,
Stand_268_GNN_25253,Dinzer,,,,,,,
Stand_86_GNN_85910,Dinzer,,,,,,,
Stand_67_GNN_24337,Minkwell,,,,,,,
Stand_269_GNN_25253,Dinzer,,,,,,,
Stand_199_GNN_81141,Minkwell,,,,,,,
Stand_72_GNN_8533,Minkwell,,,,,,,
Stand_284_GNN_81109,Minkwell,,,,,,,
Stand_100_GNN_14528,Dinzer,,,,,,,
Stand_261_GNN_80265,Dinzer,,,,,,,
Stand_39_GNN_24482,Minkwell,,,,,,,
Stand_273_GNN_12109,Minkwell,,,,,,,
Stand_290_GNN_132244,Minkwell,,,,,,,
Stand_73_GNN_132244,Dinzer,,,,,,,
Stand_242_GNN_29476,Minkwell,,,,,,,
Stand_135_GNN_85910,Minkwell,,,,,,,
Stand_132_GNN_14563,Dinzer,,,,,,,
Stand_30_GNN_24440,Dinzer,,,,,,,
Stand_53_GNN_14408,Minkwell,,,,,,,
Stand_223_GNN_25120,Dinzer,,,,,,,
Stand_224_GNN_2946,Dinzer,,,,,,,
Stand_61_GNN_14525,Dinzer,,,,,,,
Stand_273_GNN_24361,Minkwell,,,,,,,
Stand_4_GNN_145522,Dinzer,,,,,,,
Stand_4_GNN_145521,Dinzer,,,,,,,
Stand_244_GNN_14525,Dinzer,,,,,,,
Stand_19_GNN_8734,Dinzer,,,,,,,
Stand_2_GNN_134808,Minkwell,,,,,,,
Stand_283_GNN_21178,Minkwell,,,,,,,
Stand_115_GNN_13651,Minkwell,,,,,,,
Stand_179_GNN_141226,Dinzer,,,,,,,
Stand_57_GNN_133151,Minkwell,,,,,,,
Stand_8_GNN_13970,Dinzer,,,,,,,
Stand_263_GNN_20888,Dinzer,,,,,,,
Stand_132_GNN_145200,Dinzer,,,,,,,
Stand_96_GNN_14563,Dinzer,,,,,,,
Stand_108_GNN_9157,Minkwell,,,,,,,
Stand_102_GNN_94106,Dinzer,,,,,,,
Stand_53_GNN_13424,Minkwell,,,,,,,
Stand_91_GNN_150017,Dinzer,,,,,,,
Stand_105_GNN_13450,Minkwell,,,,,,,
Stand_4_GNN_141067,Dinzer,,,,,,,
Stand_171_GNN_14451,Dinzer,,,,,,,
Stand_286_GNN_24337,Dinzer,,,,,,,
Stand_8_GNN_21148,Dinzer,,,,,,,
Stand_0_GNN_130881,Dinzer,,,,,,,
Stand_221_GNN_9024,Minkwell,,,,,,,
Stand_145_GNN_87655,Dinzer,,,,,,,
Stand_75_GNN_21112,Dinzer,,,,,,,
Stand_133_GNN_13091,Dinzer,,,,,,,
Stand_96_GNN_145200,Dinzer,,,,,,,
Stand_2_GNN_23604,Minkwell,,,,,,,
Stand_61_GNN_8354,Dinzer,,,,,,,
Stand_50_GNN_137256,Minkwell,,,,,,,
Stand_285_GNN_21209,Dinzer,,,,,,,
Stand_133_GNN_137471,Dinzer,,,,,,,
Stand_61_GNN_25645,Dinzer,,,,,,,
Stand_77_GNN_84053,Dinzer,,,,,,,
Stand_256_GNN_78787,Dinzer,,,,,,,
Stand_114_GNN_129875,Minkwell,,,,,,,
Stand_108_GNN_14452,Minkwell,,,,,,,
Stand_173_GNN_13970,Dinzer,,,,,,,
Stand_2_GNN_14349,Minkwell,,,,,,,
Stand_108_GNN_25253,Minkwell,,,,,,,
Stand_119_GNN_14451,Minkwell,,,,,,,
Stand_119_GNN_14452,Minkwell,,,,,,,
Stand_109_GNN_137444,Minkwell,,,,,,,
Stand_143_GNN_20760,Minkwell,,,,,,,
Stand_117_GNN_24642,Dinzer,,,,,,,
Stand_5_GNN_24481,Dinzer,,,,,,,
Stand_211_GNN_25120,Minkwell,,,,,,,
Stand_70_GNN_8533,Minkwell,,,,,,,
Stand_289_GNN_2331,Minkwell,,,,,,,
Stand_295_GNN_2331,Minkwell,,,,,,,
Stand_66_GNN_8073,Minkwell,,,,,,,
Stand_245_GNN_25253,Dinzer,,,,,,,
Stand_61_GNN_129921,Dinzer,,,,,,,
Stand_24_GNN_25119,Rock outcrop,,,,,,,
Stand_119_GNN_25336,Minkwell,,,,,,,
Stand_219_GNN_129921,Dinzer,,,,,,,
Stand_67_GNN_140908,Minkwell,,,,,,,
Stand_42_GNN_24240,Minkwell,,,,,,,
Stand_286_GNN_137526,Minkwell,,,,,,,
Stand_28_GNN_81109,Dinzer,,,,,,,
Stand_81_GNN_24845,Minkwell,,,,,,,
Stand_82_GNN_29476,Minkwell,,,,,,,
Stand_191_GNN_82541,Minkwell,,,,,,,
Stand_226_GNN_78788,Dinzer,,,,,,,
Stand_0_GNN_94106,Dinzer,,,,,,,
Stand_86_GNN_84088,Dinzer,,,,,,,
Stand_62_GNN_8959,Dinzer,,,,,,,
Stand_142_GNN_141180,Minkwell,,,,,,,
Stand_19_GNN_141046,Dinzer,,,,,,,
Stand_64_GNN_14452,Minkwell,,,,,,,
Stand_64_GNN_14453,Minkwell,,,,,,,
Stand_64_GNN_14451,Minkwell,,,,,,,
Stand_64_GNN_13334,Minkwell,,,,,,,
Stand_188_GNN_24218,Dinzer,,,,,,,
Stand_4_GNN_135147,Dinzer,,,,,,,
Stand_190_GNN_24218,Dinzer,,,,,,,
Stand_95_GNN_14525,Dinzer,,,,,,,
Stand_192_GNN_137492,Dinzer,,,,,,,
Stand_23_GNN_84088,Dinzer,,,,,,,
Stand_135_GNN_84291,Minkwell,,,,,,,
Stand_289_GNN_24402,Minkwell,,,,,,,
Stand_34_GNN_24981,Dinzer,,,,,,,
Stand_192_GNN_24218,Dinzer,,,,,,,
Stand_150_GNN_9024,Minkwell,,,,,,,
Stand_166_GNN_29452,Minkwell,,,,,,,
Stand_90_GNN_87655,Dinzer,,,,,,,
Stand_209_GNN_20863,Dinzer,,,,,,,
Stand_3_GNN_24481,Dinzer,,,,,,,
Stand_20_GNN_25119,Dinzer,,,,,,,
